Customer ID,Customer Name,Segment,Location_ID
TS-21160,Theresa Swint,Corporate,US-Sou-Geo-Col-31907
ES-14020,Erica Smith,Consumer,US-Cen-Tex-Hou-77036
OT-18730,Olvera Toch,Consumer,US-Cen-Mic-Det-48234
JK-16090,Juliana Krohn,Consumer,US-Sou-Ken-Lou-40214
AZ-10750,Annie Zypern,Consumer,US-Wes-Cal-Los-90008
DB-13270,Deborah Brumfield,Home Office,US-Eas-New-New-10009
LS-16945,Linda Southworth,Corporate,US-Wes-Cal-Los-90004
JS-15595,Jill Stevenson,Corporate,US-Wes-Cal-Los-90045
TS-21655,Trudy Schmidt,Consumer,US-Cen-Wis-Mil-53209
ZC-21910,Zuschuss Carroll,Consumer,US-Cen-Ill-Aur-60505
JL-15850,John Lucas,Consumer,US-Eas-New-New-10035
BW-11110,Bart Watters,Corporate,US-Wes-Cal-San-92105
PW-19240,Pierre Wener,Consumer,US-Cen-Tex-Hou-77036
JE-15745,Joel Eaton,Consumer,US-Sou-Ten-Mem-38109
SA-20830,Sue Ann Reed,Consumer,US-Sou-Flo-Day-32114
GT-14710,Greg Tran,Consumer,US-Eas-Dis-Was-20016
TC-21475,Tony Chapman,Home Office,US-Wes-Col-Aur-80013
RA-19915,Russell Applegate,Consumer,US-Cen-Tex-Hou-77095
SD-20485,Shirley Daniels,Home Office,US-Cen-Mic-Mid-48640
JK-15640,Jim Kriz,Home Office,US-Eas-Pen-Phi-19120
BP-11230,Benjamin Patterson,Consumer,US-Eas-Ohi-Tro-45373
KB-16585,Ken Black,Corporate,US-Wes-Cal-San-94110
JW-15220,Jane Waco,Corporate,US-Eas-Mas-Law-1841
DB-13120,David Bremer,Corporate,US-Sou-Flo-Tam-33614
PO-18850,Patrick O'Brill,Consumer,US-Wes-Cal-San-94109
JB-15400,Jennifer Braxton,Corporate,US-Wes-Cal-Los-90008
NC-18625,Noah Childs,Corporate,US-Cen-Tex-Hou-77095
SV-20785,Stewart Visinsky,Consumer,US-Eas-Pen-Phi-19140
LC-16870,Lena Cacioppo,Consumer,US-Wes-Cal-San-94109
JB-16045,Julia Barnett,Home Office,US-Wes-Cal-Chu-91911
NF-18595,Nicole Fjeld,Home Office,US-Wes-Cal-San-95123
LA-16780,Laura Armstrong,Corporate,US-Cen-Ill-Tin-60477
SV-20815,Stuart Van,Corporate,US-Cen-Ind-Ind-46203
AS-10225,Alan Schoenberger,Corporate,US-Eas-New-New-10024
AH-10690,Anna Häberlin,Corporate,US-Cen-Tex-Hou-77095
CC-12220,Chris Cortes,Consumer,US-Sou-Ken-Owe-42301
AG-10675,Anna Gayman,Consumer,US-Cen-Tex-All-75002
NW-18400,Natalie Webber,Consumer,US-Eas-New-New-10024
AB-10255,Alejandro Ballentine,Home Office,US-Eas-New-New-10009
DL-12925,Daniel Lacy,Consumer,US-Cen-Min-Min-55407
CB-12535,Claudia Bergmann,Corporate,US-Eas-Ohi-Cuy-44221
AA-10375,Allen Armold,Consumer,US-Wes-Ore-Sal-97301
ME-17725,Max Engle,Consumer,US-Sou-Ken-Lou-40214
DP-13390,Dennis Pardue,Home Office,US-Cen-Ill-Aur-60505
AB-10165,Alan Barnes,Consumer,US-Wes-Col-Lou-80027
PS-18970,Paul Stevenson,Home Office,US-Wes-Ari-Pho-85023
CS-12505,Cindy Stewart,Consumer,US-Wes-Cal-San-94122
LT-16765,Larry Tron,Consumer,US-Wes-Col-Lou-80027
JG-15160,James Galang,Consumer,US-Cen-Tex-Hou-77041
RO-19780,Rose O'Brian,Consumer,US-Wes-Was-Sea-98115
AZ-10750,Annie Zypern,Consumer,US-Eas-New-New-10024
BF-11170,Ben Ferrer,Home Office,US-Cen-Ill-Chi-60623
HG-15025,Hunter Glantz,Consumer,US-Wes-Cal-Los-90032
JO-15550,Jesus Ocampo,Home Office,US-Eas-Pen-Che-19013
CB-12535,Claudia Bergmann,Corporate,US-Wes-Cal-Cam-93010
AH-10690,Anna Häberlin,Corporate,US-Sou-Geo-Ros-30076
FC-14335,Fred Chung,Corporate,US-Eas-Pen-Phi-19140
TH-21550,Tracy Hopkins,Home Office,US-Sou-Flo-Jac-32216
DV-13465,Dianna Vittorini,Consumer,US-Eas-New-Lon-11561
ON-18715,Odella Nelson,Corporate,US-Cen-Tex-Hou-77095
AJ-10780,Anthony Jacobs,Corporate,US-Wes-Cal-Los-90004
SG-20470,Sheri Gordon,Consumer,US-Sou-Nor-Wil-27893
ME-18010,Michelle Ellison,Corporate,US-Wes-Was-Sea-98105
HG-14965,Henry Goldwyn,Corporate,US-Eas-Pen-Phi-19143
JE-15745,Joel Eaton,Consumer,US-Cen-Ill-Fra-60423
SB-20185,Sarah Brown,Consumer,US-Wes-Cal-Los-90045
NM-18445,Nathan Mautz,Home Office,US-Cen-Mic-Det-48234
EA-14035,Erin Ashbrook,Corporate,US-Sou-Sou-Col-29203
EB-13870,Emily Burns,Consumer,US-Wes-Ari-Pho-85023
KH-16690,Kristen Hastings,Corporate,US-Eas-Rho-Woo-2895
VS-21820,Vivek Sundaresam,Consumer,US-Cen-Ill-Nap-60540
MM-18280,Muhammed MacIntyre,Corporate,US-Cen-Tex-Hal-76117
CY-12745,Craig Yedwab,Corporate,US-Sou-Ten-Col-38401
JH-16180,Justin Hirsh,Consumer,US-Wes-Col-Pue-81001
NP-18685,Nora Pelletier,Home Office,US-Wes-Cal-San-94109
NM-18445,Nathan Mautz,Home Office,US-Cen-Kan-Wic-67212
PS-18760,Pamela Stobb,Consumer,US-Cen-Tex-San-78207
BF-11170,Ben Ferrer,Home Office,US-Sou-Nor-Jac-28540
RD-19900,Ruben Dartt,Consumer,US-Wes-Was-Bel-98006
KB-16315,Karl Braun,Consumer,US-Eas-New-Fre-11520
NK-18490,Neil Knudson,Home Office,US-Wes-Was-Sea-98105
MS-17770,Maxwell Schwartz,Consumer,US-Eas-New-Roc-14609
TB-21625,Trudy Brown,Consumer,US-Eas-Con-Man-6040
JL-15850,John Lucas,Consumer,US-Wes-Was-Sea-98105
VP-21760,Victoria Pisteka,Corporate,US-Eas-Ohi-Col-43229
CC-12100,Chad Cunningham,Home Office,US-Eas-Ohi-Cle-44105
KB-16315,Karl Braun,Consumer,US-Cen-Ind-Ind-46203
EN-13780,Edward Nazzal,Consumer,US-Eas-New-New-10009
BD-11560,Brendan Dodson,Home Office,US-Sou-Vir-Spr-22153
TM-21010,Tamara Manning,Consumer,US-Wes-Uta-Ore-84057
SC-20050,Sample Company A,Home Office,US-Eas-Con-Nor-6360
JM-15265,Janet Molinari,Corporate,US-Cen-Ill-Chi-60653
EM-13825,Elizabeth Moffitt,Corporate,US-Eas-New-Pat-7501
BD-11320,Bill Donatelli,Consumer,US-Cen-Min-Min-55407
CW-11905,Carl Weiss,Home Office,US-Eas-New-Lon-11561
SP-20650,Stephanie Phelps,Corporate,US-Wes-Cal-San-95123
ML-18265,Muhammed Lee,Consumer,US-Sou-Nor-Fay-28314
CG-12040,Catherine Glotzbach,Home Office,US-Wes-Cal-Los-90045
AJ-10945,Ashley Jarboe,Consumer,US-Cen-Mic-Det-48227
KE-16420,Katrina Edelman,Corporate,US-Cen-Tex-San-78207
BP-11155,Becky Pak,Consumer,US-Wes-Cal-Los-90008
TC-21535,Tracy Collins,Home Office,US-Eas-New-New-10024
LL-16840,Lauren Leatherbury,Consumer,US-Wes-Was-Sea-98105
EB-13750,Edward Becker,Corporate,US-Eas-New-Buf-14215
BB-11545,Brenda Bowman,Corporate,US-Cen-Mis-Sai-63301
HD-14785,Harold Dahlen,Home Office,US-Eas-Pen-Phi-19143
EM-13810,Eleni McCrary,Corporate,US-Wes-Cal-Los-90036
AG-10495,Andrew Gjertsen,Corporate,US-Sou-Flo-Sai-33710
MG-17695,Maureen Gnade,Consumer,US-Cen-Ill-Chi-60610
NC-18415,Nathan Cano,Consumer,US-Cen-Mic-Roy-48073
MJ-17740,Max Jones,Consumer,US-Sou-Flo-Mia-33178
AG-10765,Anthony Garverick,Home Office,US-Sou-Vir-Ham-23666
TG-21640,Trudy Glocke,Consumer,US-Wes-Ida-Poc-83201
JE-15610,Jim Epp,Corporate,US-Sou-Flo-Lak-33801
BD-11605,Brian Dahlen,Consumer,US-Sou-Lou-Mon-71203
GB-14575,Giulietta Baptist,Consumer,US-Eas-Pen-Phi-19134
JH-15910,Jonathan Howell,Consumer,US-Sou-Flo-Wes-33407
SZ-20035,Sam Zeldin,Home Office,US-Cen-Ind-Col-47201
LE-16810,Laurel Elliston,Consumer,US-Eas-Del-New-19711
PS-19045,Penelope Sewall,Home Office,US-Eas-Mai-Lew-4240
DH-13075,Dave Hallsten,Corporate,US-Sou-Ala-Dec-35601
BF-10975,Barbara Fisher,Corporate,US-Sou-Geo-Ros-30076
JJ-15445,Jennifer Jackson,Consumer,US-Wes-Cal-Los-90004
FC-14245,Frank Carlisle,Home Office,US-Eas-Ohi-Spr-45503
AD-10180,Alan Dominguez,Home Office,US-Eas-Pen-Phi-19120
PF-19120,Peter Fuller,Consumer,US-Wes-Ari-Gil-85234
AC-10450,Amy Cox,Consumer,US-Sou-Flo-Tam-33614
GK-14620,Grace Kelly,Corporate,US-Wes-Cal-Los-90004
PB-19150,Philip Brown,Consumer,US-Eas-Pen-Phi-19134
LS-17230,Lycoris Saunders,Consumer,US-Cen-Tex-Gra-75051
LC-16885,Lena Creighton,Consumer,US-Eas-New-New-10009
KH-16510,Keith Herrera,Consumer,US-Sou-Vir-Arl-22204
SN-20560,Skye Norling,Home Office,US-Wes-Ari-Peo-85345
HR-14830,Harold Ryan,Corporate,US-Sou-Flo-Mia-33178
BG-11740,Bruce Geld,Consumer,US-Wes-Cal-San-92105
BV-11245,Benjamin Venier,Corporate,US-Sou-Ten-Smy-37167
PP-18955,Paul Prost,Home Office,US-Eas-Pen-Phi-19134
LH-17155,Logan Haushalter,Consumer,US-Wes-Cal-Los-90032
KM-16375,Katherine Murray,Home Office,US-Cen-Tex-Hou-77070
ME-17320,Maria Etezadi,Home Office,US-Cen-Tex-Dal-75081
BC-11125,Becky Castell,Home Office,US-Eas-Pen-Phi-19134
SC-20770,Stewart Carmichael,Corporate,US-Wes-Cal-San-94122
JM-16195,Justin MacKendrick,Consumer,US-Wes-Col-Aur-80013
EP-13915,Emily Phan,Consumer,US-Sou-Flo-Del-32725
SW-20455,Shaun Weien,Consumer,US-Eas-New-Roc-14609
KL-16645,Ken Lonsdale,Consumer,US-Wes-Uta-Lay-84041
MG-17875,Michael Grace,Home Office,US-Cen-Ill-Aur-60505
RD-19480,Rick Duston,Consumer,US-Wes-Was-Oly-98502
CS-12355,Christine Sundaresam,Consumer,US-Wes-Cal-Lon-90805
RF-19345,Randy Ferguson,Corporate,US-Sou-Geo-Eas-30344
CH-12070,Cathy Hwang,Home Office,US-Eas-Pen-Phi-19143
AB-10165,Alan Barnes,Consumer,US-Wes-Cal-Los-90045
JF-15565,Jill Fjeld,Consumer,US-Wes-Cal-San-94110
MV-17485,Mark Van Huff,Consumer,US-Cen-Tex-Hou-77041
SA-20830,Sue Ann Reed,Consumer,US-Sou-Vir-Ric-23223
VD-21670,Valerie Dominguez,Consumer,US-Cen-Tex-Hou-77070
DB-13360,Dennis Bolton,Home Office,US-Eas-Ohi-Lak-44107
LA-16780,Laura Armstrong,Corporate,US-Cen-Mic-Tay-48180
DW-13585,Dorothy Wardle,Corporate,US-Eas-Ohi-Tro-45373
CY-12745,Craig Yedwab,Corporate,US-Wes-Ari-Gil-85234
MP-17470,Mark Packer,Home Office,US-Sou-Geo-Smy-30080
MM-18055,Michelle Moray,Consumer,US-Eas-New-New-10011
NF-18475,Neil Französisch,Home Office,US-Cen-Neb-Oma-68104
SG-20470,Sheri Gordon,Consumer,US-Eas-New-New-10024
RH-19600,Rob Haberlin,Consumer,US-Cen-Ill-Car-60188
FA-14230,Frank Atkinson,Corporate,US-Sou-Nor-Ral-27604
RB-19435,Richard Bierner,Consumer,US-Cen-Tex-Hou-77070
KB-16315,Karl Braun,Consumer,US-Sou-Flo-Hol-33021
SR-20740,Steven Roelle,Home Office,US-Eas-New-New-10024
BD-11725,Bruce Degenhardt,Consumer,US-Sou-Ken-Ric-40475
DG-13300,Deirdre Greer,Corporate,US-Eas-Pen-Phi-19134
AD-10180,Alan Dominguez,Home Office,US-Eas-New-New-10035
JP-16135,Julie Prescott,Home Office,US-Wes-Cal-San-92024
IM-15070,Irene Maddox,Consumer,US-Cen-Wis-Mil-53209
RS-19765,Roland Schwarz,Corporate,US-Sou-Nor-Cha-28205
VP-21730,Victor Preis,Home Office,US-Cen-Mic-Ste-48310
MW-18220,Mitch Webber,Consumer,US-Eas-Pen-Phi-19140
BF-10975,Barbara Fisher,Corporate,US-Sou-Nor-Fay-28314
KM-16225,Kalyca Meade,Corporate,US-Eas-New-New-10011
PP-18955,Paul Prost,Home Office,US-Eas-Mas-Hol-1040
SJ-20215,Sarah Jordon,Consumer,US-Wes-Cal-Pas-91104
BF-10975,Barbara Fisher,Corporate,US-Eas-New-Vin-8360
DM-13015,Darrin Martin,Consumer,US-Cen-Tex-Hou-77070
BT-11680,Brian Thompson,Consumer,US-Eas-Mar-Cli-20735
KN-16450,Kean Nguyen,Corporate,US-Cen-Tex-Dal-75220
MC-17575,Matt Collins,Consumer,US-Eas-Pen-Phi-19120
CB-12535,Claudia Bergmann,Corporate,US-Eas-Mas-Fra-2038
EB-13870,Emily Burns,Consumer,US-Sou-Ten-Nas-37211
MV-18190,Mike Vittorini,Consumer,US-Wes-Cal-San-92404
EH-13945,Eric Hoffmann,Consumer,US-Wes-Ari-Tem-85281
SC-20380,Shahid Collister,Consumer,US-Wes-Was-Sea-98115
CK-12595,Clytie Kelty,Consumer,US-Eas-Pen-Phi-19134
TS-21370,Todd Sumrall,Corporate,US-Eas-Del-Wil-19805
RL-19615,Rob Lucas,Consumer,US-Cen-Ill-Chi-60610
FM-14380,Fred McMath,Consumer,US-Cen-Tex-Ama-79109
ND-18370,Natalie DeCherney,Consumer,US-Eas-New-New-10035
SL-20155,Sara Luxemburg,Home Office,US-Cen-Tex-Hou-77095
ND-18460,Neil Ducich,Corporate,US-Sou-Geo-Mac-31204
TG-21310,Toby Gnade,Consumer,US-Wes-Ari-Mes-85204
MG-17890,Michael Granlund,Home Office,US-Eas-Mar-Bal-21215
EM-13810,Eleni McCrary,Corporate,US-Wes-Cal-San-94122
KE-16420,Katrina Edelman,Corporate,US-Eas-New-New-10035
VB-21745,Victoria Brennan,Corporate,US-Cen-Tex-Hou-77041
MP-17965,Michael Paige,Corporate,US-Sou-Flo-Por-34952
JM-15535,Jessica Myrick,Consumer,US-Wes-Cal-Bak-93309
PJ-19015,Pauline Johnson,Consumer,US-Eas-New-New-10024
KC-16255,Karen Carlisle,Corporate,US-Eas-New-New-10009
RF-19735,Roland Fjeld,Consumer,US-Wes-Cal-San-92105
TS-21085,Thais Sissman,Consumer,US-Wes-Ari-Pho-85023
RK-19300,Ralph Kennedy,Consumer,US-Cen-Ind-Sou-46614
RA-19915,Russell Applegate,Consumer,US-Cen-Ill-Hig-60035
TH-21550,Tracy Hopkins,Home Office,US-Eas-New-New-10009
MS-17830,Melanie Seite,Consumer,US-Eas-New-Roc-14609
SS-20515,Shirley Schmidt,Home Office,US-Sou-Ken-Lou-40214
MH-18025,Michelle Huthwaite,Consumer,US-Wes-Was-Sea-98115
RB-19795,Ross Baird,Home Office,US-Eas-Pen-Phi-19143
YS-21880,Yana Sorensen,Corporate,US-Sou-Ala-Mon-36116
RD-19930,Russell D'Ascenzo,Consumer,US-Wes-Cal-Los-90032
BP-11095,Bart Pistole,Corporate,US-Wes-Cal-Oxn-93030
CK-12760,Cyma Kinney,Corporate,US-Wes-Ari-Gle-85301
HA-14920,Helen Andreada,Consumer,US-Wes-Cal-San-94110
AS-10240,Alan Shonely,Consumer,US-Eas-Pen-Phi-19140
CA-12775,Cynthia Arntzen,Consumer,US-Wes-Ari-Mes-85204
PG-18820,Patrick Gardner,Consumer,US-Sou-Ken-Lou-40214
HA-14920,Helen Andreada,Consumer,US-Wes-Cal-San-94109
GH-14410,Gary Hansen,Home Office,US-Cen-Min-Lak-55044
CC-12610,Corey Catlett,Corporate,US-Cen-Tex-Hou-77041
RH-19495,Rick Hansen,Consumer,US-Eas-New-New-10024
SC-20695,Steve Chapman,Corporate,US-Cen-Mis-Sai-63116
AR-10405,Allen Rosenblatt,Corporate,US-Sou-Mis-Hat-39401
PC-19000,Pauline Chand,Home Office,US-Wes-Cal-Los-90004
Co-12640,Corey-Lock,Consumer,US-Wes-Was-Sea-98105
BE-11455,Brad Eason,Home Office,US-Eas-Rho-Pro-2908
DK-12985,Darren Koutras,Consumer,US-Wes-Ore-Spr-97477
AH-10690,Anna Häberlin,Corporate,US-Cen-Tex-Dal-75220
MS-17980,Michael Stewart,Corporate,US-Cen-Tex-Hou-77041
RP-19270,Rachel Payne,Corporate,US-Cen-Tex-Hou-77095
JK-15625,Jim Karlsson,Consumer,US-Eas-Pen-Phi-19120
EM-14095,Eudokia Martin,Corporate,US-Sou-Vir-Spr-22153
NS-18640,Noel Staavos,Corporate,US-Eas-Mar-Bal-21215
KW-16570,Kelly Williams,Consumer,US-Cen-Mis-Kir-63122
PN-18775,Parhena Norris,Home Office,US-Wes-Cal-Bak-93309
NS-18640,Noel Staavos,Corporate,US-Wes-Ida-Boi-83704
DB-13405,Denny Blanton,Consumer,US-Eas-Mas-Law-1841
TT-21220,Thomas Thornton,Consumer,US-Wes-Cal-San-94109
RD-19585,Rob Dowd,Consumer,US-Eas-New-Uti-13501
NP-18325,Naresj Patel,Consumer,US-Eas-New-New-10024
DS-13180,David Smith,Corporate,US-Cen-Mic-Det-48227
MF-18250,Monica Federle,Corporate,US-Eas-New-New-10035
HR-14770,Hallie Redmond,Home Office,US-Cen-Wis-Mil-53209
RA-19885,Ruben Ausman,Corporate,US-Sou-Flo-Jac-32216
WB-21850,William Brown,Consumer,US-Wes-Ore-Red-97756
JK-16120,Julie Kriz,Home Office,US-Cen-Min-Eag-55122
BD-11320,Bill Donatelli,Consumer,US-Cen-Mic-Det-48227
PO-19180,Philisse Overcash,Home Office,US-Eas-New-New-10035
BW-11065,Barry Weirich,Consumer,US-Sou-Nor-Ral-27604
GK-14620,Grace Kelly,Corporate,US-Sou-Nor-Gre-27405
RA-19285,Ralph Arnett,Consumer,US-Cen-Ind-Ric-47374
CK-12595,Clytie Kelty,Consumer,US-Sou-Geo-Mar-30062
SF-20065,Sandra Flanagan,Consumer,US-Wes-Cal-Pom-91767
ON-18715,Odella Nelson,Corporate,US-Wes-Cal-Yuc-92399
EJ-13720,Ed Jacobs,Consumer,US-Eas-Pen-Phi-19143
TT-21265,Tim Taslimi,Corporate,US-Wes-Cal-Los-90045
RE-19450,Richard Eichhorn,Consumer,US-Wes-Cal-Oak-94601
JM-15865,John Murray,Consumer,US-Wes-Ari-Pho-85023
JW-15955,Joni Wasserman,Consumer,US-Eas-Pen-Phi-19120
SP-20860,Sung Pak,Corporate,US-Eas-Pen-Phi-19134
SC-20725,Steven Cartwright,Consumer,US-Wes-Ari-Peo-85345
SC-20440,Shaun Chance,Corporate,US-Eas-Mas-New-2740
SM-20320,Sean Miller,Home Office,US-Eas-Pen-All-18103
DS-13180,David Smith,Corporate,US-Wes-Cal-San-94122
NZ-18565,Nick Zandusky,Home Office,US-Wes-Cal-San-94110
HG-14965,Henry Goldwyn,Corporate,US-Sou-Ken-Flo-41042
KN-16390,Katherine Nockton,Corporate,US-Eas-Ohi-Spr-45503
RB-19705,Roger Barcio,Home Office,US-Eas-New-New-10009
DP-13105,Dave Poirier,Corporate,US-Eas-New-New-10035
TD-20995,Tamara Dahlen,Consumer,US-Cen-Ill-Bol-60440
FH-14350,Fred Harton,Consumer,US-Sou-Geo-Atl-30318
KW-16435,Katrina Willman,Consumer,US-Sou-Ken-Flo-41042
MS-17710,Maurice Satty,Consumer,US-Eas-Ohi-Bow-43402
CB-12025,Cassandra Brandow,Consumer,US-Cen-Tex-Arl-76017
SC-20380,Shahid Collister,Consumer,US-Eas-New-New-10035
EM-13810,Eleni McCrary,Corporate,US-Eas-New-New-10009
DO-13435,Denny Ordway,Consumer,US-Wes-Ore-Por-97206
NL-18310,Nancy Lomonaco,Home Office,US-Wes-Cal-Los-90045
MC-18100,Mick Crebagga,Consumer,US-Cen-Tex-Hou-77041
RA-19945,Ryan Akin,Consumer,US-Wes-Cal-Mur-92563
PF-19165,Philip Fox,Consumer,US-Wes-Cal-San-92105
CC-12100,Chad Cunningham,Home Office,US-Wes-Cal-Los-90045
CB-12025,Cassandra Brandow,Consumer,US-Wes-Cal-Los-90049
BP-11185,Ben Peterman,Corporate,US-Cen-Tex-Dal-75081
TS-21370,Todd Sumrall,Corporate,US-Cen-Ill-Chi-60623
SM-20950,Suzanne McNair,Corporate,US-Eas-Con-Fai-6824
CC-12100,Chad Cunningham,Home Office,US-Cen-Mic-Det-48234
SC-20260,Scott Cohen,Corporate,US-Wes-Cal-San-94122
AR-10510,Andrew Roberts,Consumer,US-Wes-Cal-Los-90004
RH-19510,Rick Huthwaite,Home Office,US-Wes-Cal-San-92037
SD-20485,Shirley Daniels,Home Office,US-Cen-Tex-Bed-76021
DR-12940,Daniel Raglin,Home Office,US-Eas-Mas-Fra-2038
DB-13615,Doug Bickford,Consumer,US-Wes-Cal-Los-90045
DB-13120,David Bremer,Corporate,US-Wes-Cal-San-94122
CP-12085,Cathy Prescott,Corporate,US-Wes-Ari-Tuc-85705
AS-10630,Ann Steele,Home Office,US-Wes-Cal-San-94110
JB-15400,Jennifer Braxton,Corporate,US-Eas-Con-Bri-6010
MG-18145,Mike Gockenbach,Consumer,US-Eas-Pen-Phi-19134
JB-15400,Jennifer Braxton,Corporate,US-Eas-New-New-10009
JC-16105,Julie Creighton,Corporate,US-Sou-Nor-Dur-27707
JH-15820,John Huston,Consumer,US-Cen-Mic-Hol-49423
CS-12355,Christine Sundaresam,Consumer,US-Sou-Geo-Ros-30076
KB-16585,Ken Black,Corporate,US-Wes-Ore-Med-97504
SC-20440,Shaun Chance,Corporate,US-Eas-Pen-Phi-19140
DS-13180,David Smith,Corporate,US-Cen-Tex-Hou-77095
TW-21025,Tamara Willingham,Home Office,US-Sou-Vir-Cha-22901
SP-20860,Sung Pak,Corporate,US-Cen-Min-Roc-55901
CA-12055,Cathy Armstrong,Home Office,US-Cen-Tex-Hou-77036
AG-10900,Arthur Gainer,Consumer,US-Wes-Cal-San-92105
CC-12430,Chuck Clark,Home Office,US-Eas-New-New-10024
BS-11590,Brendan Sweed,Corporate,US-Eas-New-New-10011
BT-11305,Beth Thompson,Home Office,US-Wes-Was-Sea-98103
SW-20455,Shaun Weien,Consumer,US-Sou-Lou-Laf-70506
CK-12760,Cyma Kinney,Corporate,US-Sou-Ten-Nas-37211
AG-10525,Andy Gerbode,Corporate,US-Sou-Vir-Ric-23223
LO-17170,Lori Olson,Corporate,US-Wes-Cal-La -92253
AT-10435,Alyssa Tate,Home Office,US-Sou-Flo-Tam-33319
MC-17275,Marc Crier,Consumer,US-Eas-New-New-10011
TN-21040,Tanja Norvell,Home Office,US-Eas-New-New-10009
AG-10525,Andy Gerbode,Corporate,US-Eas-New-New-10011
CC-12610,Corey Catlett,Corporate,US-Sou-Nor-Dur-27707
CC-12145,Charles Crestani,Consumer,US-Cen-Tex-El -79907
LR-17035,Lisa Ryan,Corporate,US-Eas-Pen-Phi-19134
VW-21775,Victoria Wilson,Corporate,US-Sou-Ala-Mon-36116
NM-18520,Neoma Murray,Consumer,US-Wes-Cal-Mor-92553
AB-10150,Aimee Bixby,Consumer,US-Cen-Okl-Tul-74133
EH-13765,Edward Hooks,Corporate,US-Eas-Mas-Rev-2151
CC-12145,Charles Crestani,Consumer,US-Wes-Cal-Los-90004
BO-11425,Bobby Odegard,Consumer,US-Eas-New-New-10024
MC-17575,Matt Collins,Consumer,US-Wes-Was-Sea-98103
FA-14230,Frank Atkinson,Corporate,US-Wes-Cal-Los-90032
AR-10345,Alex Russell,Corporate,US-Cen-Tex-Aus-78745
SC-20725,Steven Cartwright,Consumer,US-Wes-Cal-Red-92374
DM-13525,Don Miller,Corporate,US-Eas-New-New-10035
SN-20560,Skye Norling,Home Office,US-Eas-New-Pat-7501
GB-14530,George Bell,Corporate,US-Wes-Col-Aur-80013
SB-20290,Sean Braxton,Corporate,US-Wes-Cal-San-92024
PG-18895,Paul Gonzalez,Consumer,US-Eas-New-New-10035
TM-21010,Tamara Manning,Consumer,US-Eas-New-Aub-13021
CC-12670,Craig Carreira,Consumer,US-Wes-Was-Sea-98103
HG-14845,Harry Greene,Consumer,US-Eas-Pen-Phi-19120
KD-16615,Ken Dana,Corporate,US-Wes-Cal-Ana-92804
ZC-21910,Zuschuss Carroll,Consumer,US-Cen-Ind-Col-47201
JH-15910,Jonathan Howell,Consumer,US-Sou-Geo-Atl-30318
AG-10900,Arthur Gainer,Consumer,US-Cen-Ill-Chi-60623
AM-10705,Anne McFarland,Consumer,US-Sou-Nor-Jac-28540
CC-12685,Craig Carroll,Consumer,US-Eas-New-New-10011
SP-20620,Stefania Perrino,Corporate,US-Wes-Cal-Los-90045
BE-11455,Brad Eason,Home Office,US-Cen-Iow-Des-50315
CA-12265,Christina Anderson,Consumer,US-Wes-Uta-Pro-84604
CM-12385,Christopher Martinez,Consumer,US-Sou-Sou-Nor-29406
BM-11575,Brendan Murry,Corporate,US-Eas-New-New-10035
AC-10615,Ann Chong,Corporate,US-Eas-Pen-Phi-19143
CT-11995,Carol Triggs,Consumer,US-Cen-Ind-Ind-46203
NG-18355,Nat Gilpin,Corporate,US-Sou-Flo-Cor-33065
NW-18400,Natalie Webber,Consumer,US-Sou-Ala-Mob-36608
BD-11500,Bradley Drucker,Consumer,US-Sou-Vir-New-23602
TB-21520,Tracy Blumstein,Consumer,US-Eas-Pen-Phi-19140
SF-20965,Sylvia Foulston,Corporate,US-Cen-Tex-Hou-77041
PF-19120,Peter Fuller,Consumer,US-Eas-New-New-10035
MO-17800,Meg O'Connel,Home Office,US-Wes-Cal-Los-90036
CS-11845,Cari Sayre,Corporate,US-Wes-Was-Sea-98105
LS-16975,Lindsay Shagiari,Home Office,US-Eas-New-New-10035
DB-13405,Denny Blanton,Consumer,US-Sou-Flo-Orl-32839
GB-14530,George Bell,Corporate,US-Wes-Cal-Los-90049
TG-21640,Trudy Glocke,Consumer,US-Wes-Cal-Lon-90805
JR-16210,Justin Ritter,Corporate,US-Sou-Flo-Jac-32216
CM-12190,Charlotte Melton,Consumer,US-Wes-Cal-San-92105
KH-16630,Ken Heidel,Corporate,US-Eas-Mar-Cli-20735
AB-10060,Adam Bellavance,Home Office,US-Wes-Was-Des-98198
GW-14605,Giulietta Weimer,Consumer,US-Eas-New-New-10024
FC-14245,Frank Carlisle,Home Office,US-Wes-Cal-Sac-95823
MH-17290,Marc Harrigan,Home Office,US-Wes-New-San-87505
TC-21535,Tracy Collins,Home Office,US-Sou-Vir-Arl-22204
NH-18610,Nicole Hansen,Corporate,US-Sou-Geo-Col-31907
TC-20980,Tamara Chand,Corporate,US-Eas-New-Lon-11561
AM-10705,Anne McFarland,Consumer,US-Wes-Nev-Las-89115
AG-10270,Alejandro Grove,Consumer,US-Eas-Mas-Law-1841
BG-11035,Barry Gonzalez,Consumer,US-Sou-Ten-Nas-37211
TP-21130,Theone Pippenger,Consumer,US-Cen-Ill-Nap-60540
GB-14575,Giulietta Baptist,Consumer,US-Sou-Sou-Col-29203
TH-21550,Tracy Hopkins,Home Office,US-Eas-Mas-Eve-2149
SV-20815,Stuart Van,Corporate,US-Cen-Tex-Hou-77041
CS-12130,Chad Sievert,Consumer,US-Wes-Was-Sea-98105
