Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount
8702|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|OFF-ST-10001490|Office Supplies|Storage|Hot File 7-Pocket, Floor Stand|142.776|1|0.2
8703|CA-2022-119284|16-06-2022|21-06-2022|Standard Class|TS-21205|Thomas Seio|Corporate|United States|Nashville|Tennessee|37211|South|OFF-PA-10000312|Office Supplies|Paper|Xerox 1955|91.36|5|0.2
346|CA-2022-169901|16-06-2022|20-06-2022|Standard Class|CC-12550|Clay Cheatham|Consumer|United States|San Francisco|California|94122|West|TEC-PH-10002293|Technology|Phones|Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5|47.976|3|0.2
8790|CA-2022-126914|16-06-2022|20-06-2022|Standard Class|JE-15715|Joe Elijah|Consumer|United States|Monroe|North Carolina|28110|South|FUR-BO-10000468|Furniture|Bookcases|O'Sullivan 2-Shelf Heavy-Duty Bookcases|77.728|2|0.2
5476|CA-2022-169691|16-06-2022|19-06-2022|First Class|Dp-13240|Dean percer|Home Office|United States|Maple Grove|Minnesota|55369|Central|OFF-LA-10002312|Office Supplies|Labels|Avery 490|44.4|3|0.0
5478|CA-2022-169691|16-06-2022|19-06-2022|First Class|Dp-13240|Dean percer|Home Office|United States|Maple Grove|Minnesota|55369|Central|OFF-PA-10003022|Office Supplies|Paper|Xerox 1992|17.94|3|0.0
7090|CA-2022-118864|16-06-2022|20-06-2022|Second Class|KH-16690|Kristen Hastings|Corporate|United States|Los Angeles|California|90032|West|TEC-PH-10001809|Technology|Phones|Panasonic KX T7736-B Digital phone|119.96|1|0.2
5477|CA-2022-169691|16-06-2022|19-06-2022|First Class|Dp-13240|Dean percer|Home Office|United States|Maple Grove|Minnesota|55369|Central|OFF-ST-10001291|Office Supplies|Storage|Tenex Personal Self-Stacking Standard File Box, Black/Gray|84.55|5|0.0
2707|CA-2022-155873|17-06-2022|22-06-2022|Standard Class|AB-10255|Alejandro Ballentine|Home Office|United States|Carlsbad|New Mexico|88220|West|OFF-PA-10001246|Office Supplies|Paper|Xerox 215|19.44|3|0.0
2706|CA-2022-155873|17-06-2022|22-06-2022|Standard Class|AB-10255|Alejandro Ballentine|Home Office|United States|Carlsbad|New Mexico|88220|West|OFF-SU-10001165|Office Supplies|Supplies|Acme Elite Stainless Steel Scissors|16.68|2|0.0
2708|CA-2022-155873|17-06-2022|22-06-2022|Standard Class|AB-10255|Alejandro Ballentine|Home Office|United States|Carlsbad|New Mexico|88220|West|OFF-PA-10001815|Office Supplies|Paper|Xerox 1885|192.16|4|0.0
6746|CA-2022-111269|17-06-2022|19-06-2022|Second Class|CS-12355|Christine Sundaresam|Consumer|United States|Dublin|Ohio|43017|East|OFF-AR-10001427|Office Supplies|Art|Newell 330|23.92|5|0.2
267|CA-2022-136826|17-06-2022|21-06-2022|Standard Class|CB-12535|Claudia Bergmann|Corporate|United States|Chapel Hill|North Carolina|27514|South|OFF-AR-10003602|Office Supplies|Art|Quartet Omega Colored Chalk, 12/Pack|14.016|3|0.2
4542|US-2022-132206|17-06-2022|22-06-2022|Standard Class|MK-17905|Michael Kennedy|Corporate|United States|Chicago|Illinois|60653|Central|OFF-BI-10000756|Office Supplies|Binders|Storex DuraTech Recycled Plastic Frosted Binders|5.936|7|0.8
831|CA-2022-129462|17-06-2022|22-06-2022|Second Class|JE-15745|Joel Eaton|Consumer|United States|Florence|Kentucky|41042|South|OFF-AP-10003884|Office Supplies|Appliances|Fellowes Smart Surge Ten-Outlet Protector, Platinum|180.66|3|0.0
832|CA-2022-129462|17-06-2022|22-06-2022|Second Class|JE-15745|Joel Eaton|Consumer|United States|Florence|Kentucky|41042|South|TEC-PH-10001557|Technology|Phones|Pyle PMP37LED|191.98|2|0.0
830|CA-2022-129462|17-06-2022|22-06-2022|Second Class|JE-15745|Joel Eaton|Consumer|United States|Florence|Kentucky|41042|South|FUR-CH-10000665|Furniture|Chairs|Global Airflow Leather Mesh Back Chair, Black|301.96|2|0.0
833|CA-2022-129462|17-06-2022|22-06-2022|Second Class|JE-15745|Joel Eaton|Consumer|United States|Florence|Kentucky|41042|South|TEC-PH-10002085|Technology|Phones|Clarity 53712|65.99|1|0.0
2258|CA-2022-105214|17-06-2022|20-06-2022|First Class|TS-21610|Troy Staebel|Consumer|United States|San Francisco|California|94122|West|FUR-CH-10000015|Furniture|Chairs|Hon Multipurpose Stacking Arm Chairs|1212.96|7|0.2
2259|CA-2022-105214|17-06-2022|20-06-2022|First Class|TS-21610|Troy Staebel|Consumer|United States|San Francisco|California|94122|West|OFF-PA-10001776|Office Supplies|Paper|"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"|18.54|2|0.0
6745|CA-2022-111269|17-06-2022|19-06-2022|Second Class|CS-12355|Christine Sundaresam|Consumer|United States|Dublin|Ohio|43017|East|TEC-AC-10001606|Technology|Accessories|Logitech Wireless Performance Mouse MX for PC and Mac|479.952|6|0.2
7915|CA-2022-165323|18-06-2022|22-06-2022|Standard Class|SR-20740|Steven Roelle|Home Office|United States|New York City|New York|10024|East|TEC-MA-10003673|Technology|Machines|Hewlett-Packard Desktjet 6988DT Refurbished Printer|3404.5|5|0.0
7916|CA-2022-165323|18-06-2022|22-06-2022|Standard Class|SR-20740|Steven Roelle|Home Office|United States|New York City|New York|10024|East|TEC-AC-10004992|Technology|Accessories|Kingston Digital DataTraveler 64GB USB 2.0|101.34|3|0.0
1013|CA-2022-118437|18-06-2022|22-06-2022|Second Class|PF-19165|Philip Fox|Consumer|United States|Olympia|Washington|98502|West|OFF-ST-10003722|Office Supplies|Storage|Project Tote Personal File|14.03|1|0.0
98|CA-2022-157833|18-06-2022|21-06-2022|First Class|KD-16345|Katherine Ducich|Consumer|United States|San Francisco|California|94122|West|OFF-BI-10001721|Office Supplies|Binders|Trimflex Flexible Post Binders|51.312|3|0.2
6604|CA-2022-146346|18-06-2022|21-06-2022|First Class|RA-19945|Ryan Akin|Consumer|United States|Commerce City|Colorado|80022|West|OFF-ST-10001418|Office Supplies|Storage|Carina Media Storage Towers in Natural & Black|146.352|3|0.2
2503|CA-2022-131618|18-06-2022|21-06-2022|First Class|LS-17200|Luke Schmidt|Corporate|United States|Skokie|Illinois|60076|Central|OFF-BI-10001294|Office Supplies|Binders|Fellowes Binding Cases|9.36|4|0.8
2502|CA-2022-131618|18-06-2022|21-06-2022|First Class|LS-17200|Luke Schmidt|Corporate|United States|Skokie|Illinois|60076|Central|OFF-BI-10000546|Office Supplies|Binders|Avery Durable Binders|2.304|4|0.8
2501|CA-2022-131618|18-06-2022|21-06-2022|First Class|LS-17200|Luke Schmidt|Corporate|United States|Skokie|Illinois|60076|Central|OFF-PA-10001892|Office Supplies|Paper|"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"|12.224|2|0.2
1012|CA-2022-118437|18-06-2022|22-06-2022|Second Class|PF-19165|Philip Fox|Consumer|United States|Olympia|Washington|98502|West|FUR-FU-20004848|Furniture|Furnishings|"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"|155.25|3|0.0
4496|CA-2022-112753|19-06-2022|24-06-2022|Standard Class|CC-12670|Craig Carreira|Consumer|United States|Los Angeles|California|90032|West|FUR-BO-10004015|Furniture|Bookcases|Bush Andora Bookcase, Maple/Graphite Gray Finish|917.9235|9|0.15
4497|CA-2022-112753|19-06-2022|24-06-2022|Standard Class|CC-12670|Craig Carreira|Consumer|United States|Los Angeles|California|90032|West|OFF-PA-10002036|Office Supplies|Paper|Xerox 1930|38.88|6|0.0
6304|CA-2022-162712|19-06-2022|21-06-2022|Second Class|NK-18490|Neil Knudson|Home Office|United States|Corpus Christi|Texas|78415|Central|OFF-PA-10000167|Office Supplies|Paper|Xerox 1925|74.352|3|0.2
9828|CA-2022-169999|20-06-2022|27-06-2022|Standard Class|JS-15685|Jim Sink|Corporate|United States|New York City|New York|10035|East|OFF-ST-10001511|Office Supplies|Storage|Space Solutions Commercial Steel Shelving|129.3|2|0.0
653|CA-2022-140844|20-06-2022|24-06-2022|Standard Class|AR-10405|Allen Rosenblatt|Corporate|United States|New York City|New York|10035|East|OFF-PA-10003892|Office Supplies|Paper|Xerox 1943|97.82|2|0.0
654|CA-2022-140844|20-06-2022|24-06-2022|Standard Class|AR-10405|Allen Rosenblatt|Corporate|United States|New York City|New York|10035|East|TEC-AC-10001101|Technology|Accessories|Sony 16GB Class 10 Micro SDHC R40 Memory Card|103.12|8|0.0
9829|CA-2022-169999|20-06-2022|27-06-2022|Standard Class|JS-15685|Jim Sink|Corporate|United States|New York City|New York|10035|East|OFF-BI-10004728|Office Supplies|Binders|Wilson Jones Turn Tabs Binder Tool for Ring Binders|11.568|3|0.2
9855|CA-2022-138870|20-06-2022|24-06-2022|Standard Class|GA-14515|George Ashbrook|Consumer|United States|San Francisco|California|94109|West|FUR-FU-10002396|Furniture|Furnishings|DAX Copper Panel Document Frame, 5 x 7 Size|50.32|4|0.0
9856|CA-2022-138870|20-06-2022|24-06-2022|Standard Class|GA-14515|George Ashbrook|Consumer|United States|San Francisco|California|94109|West|OFF-PA-10004438|Office Supplies|Paper|Xerox 1907|24.56|2|0.0
9287|CA-2022-154011|20-06-2022|27-06-2022|Standard Class|DB-13270|Deborah Brumfield|Home Office|United States|Dallas|Texas|75081|Central|OFF-BI-10003166|Office Supplies|Binders|GBC Plasticlear Binding Covers|6.888|3|0.8
4101|US-2022-102288|20-06-2022|24-06-2022|Standard Class|ZC-21910|Zuschuss Carroll|Consumer|United States|Houston|Texas|77095|Central|OFF-AP-10004655|Office Supplies|Appliances|Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter|2.264|1|0.8
4102|US-2022-102288|20-06-2022|24-06-2022|Standard Class|ZC-21910|Zuschuss Carroll|Consumer|United States|Houston|Texas|77095|Central|OFF-AP-10002906|Office Supplies|Appliances|Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum|0.444|1|0.8
4103|US-2022-102288|20-06-2022|24-06-2022|Standard Class|ZC-21910|Zuschuss Carroll|Consumer|United States|Houston|Texas|77095|Central|OFF-PA-10000740|Office Supplies|Paper|Xerox 1982|146.176|8|0.2
7106|CA-2022-128944|20-06-2022|22-06-2022|Second Class|KH-16330|Katharine Harms|Corporate|United States|Newark|Ohio|43055|East|FUR-FU-10004909|Furniture|Furnishings|Contemporary Wood/Metal Frame|38.784|3|0.2
9288|CA-2022-154011|20-06-2022|27-06-2022|Standard Class|DB-13270|Deborah Brumfield|Home Office|United States|Dallas|Texas|75081|Central|FUR-TA-10000688|Furniture|Tables|Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base|457.485|3|0.3
7105|CA-2022-128944|20-06-2022|22-06-2022|Second Class|KH-16330|Katharine Harms|Corporate|United States|Newark|Ohio|43055|East|FUR-CH-10000785|Furniture|Chairs|Global Ergonomic Managers Chair|760.116|6|0.3
2480|CA-2022-141992|20-06-2022|26-06-2022|Standard Class|FO-14305|Frank Olsen|Consumer|United States|Dallas|Texas|75220|Central|OFF-SU-10002557|Office Supplies|Supplies|Fiskars Spring-Action Scissors|11.184|1|0.2
7107|CA-2022-128944|20-06-2022|22-06-2022|Second Class|KH-16330|Katharine Harms|Corporate|United States|Newark|Ohio|43055|East|TEC-AC-10001553|Technology|Accessories|Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack|122.328|9|0.2
2481|CA-2022-141992|20-06-2022|26-06-2022|Standard Class|FO-14305|Frank Olsen|Consumer|United States|Dallas|Texas|75220|Central|OFF-ST-10003656|Office Supplies|Storage|Safco Industrial Wire Shelving|153.584|2|0.2
5293|CA-2022-151218|21-06-2022|24-06-2022|First Class|PJ-19015|Pauline Johnson|Consumer|United States|Miami|Florida|33180|South|OFF-ST-10004835|Office Supplies|Storage|Plastic Stacking Crates & Casters|4.464|1|0.2
823|CA-2022-101434|21-06-2022|28-06-2022|Standard Class|TR-21325|Toby Ritter|Consumer|United States|Belleville|New Jersey|7109|East|TEC-AC-10002402|Technology|Accessories|Razer Kraken PRO Over Ear PC and Music Headset|239.97|3|0.0
890|CA-2022-132934|21-06-2022|27-06-2022|Standard Class|JE-15475|Jeremy Ellison|Consumer|United States|New Rochelle|New York|10801|East|TEC-AC-10000927|Technology|Accessories|Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand |149.95|5|0.0
9689|US-2022-135986|21-06-2022|28-06-2022|Standard Class|PG-18895|Paul Gonzalez|Consumer|United States|Richmond|Virginia|23223|South|OFF-PA-10001534|Office Supplies|Paper|Xerox 230|32.4|5|0.0
9690|US-2022-135986|21-06-2022|28-06-2022|Standard Class|PG-18895|Paul Gonzalez|Consumer|United States|Richmond|Virginia|23223|South|TEC-PH-10003691|Technology|Phones|BlackBerry Q10|503.96|4|0.0
824|CA-2022-101434|21-06-2022|28-06-2022|Standard Class|TR-21325|Toby Ritter|Consumer|United States|Belleville|New Jersey|7109|East|OFF-LA-10003223|Office Supplies|Labels|Avery 508|9.82|2|0.0
1436|CA-2022-106852|21-06-2022|28-06-2022|Standard Class|ST-20530|Shui Tom|Consumer|United States|Parma|Ohio|44134|East|OFF-PA-10001639|Office Supplies|Paper|Xerox 203|31.104|6|0.2
891|CA-2022-132934|21-06-2022|27-06-2022|Standard Class|JE-15475|Jeremy Ellison|Consumer|United States|New Rochelle|New York|10801|East|OFF-BI-10001098|Office Supplies|Binders|Acco D-Ring Binder w/DublLock|51.312|3|0.2
1437|CA-2022-106852|21-06-2022|28-06-2022|Standard Class|ST-20530|Shui Tom|Consumer|United States|Parma|Ohio|44134|East|OFF-AR-10003829|Office Supplies|Art|Newell 35|5.248|2|0.2
7896|CA-2022-124744|22-06-2022|26-06-2022|Standard Class|EH-14125|Eugene Hildebrand|Home Office|United States|Wheeling|West Virginia|26003|East|OFF-BI-10000145|Office Supplies|Binders|Zipper Ring Binder Pockets|6.24|2|0.0
7897|CA-2022-124744|22-06-2022|26-06-2022|Standard Class|EH-14125|Eugene Hildebrand|Home Office|United States|Wheeling|West Virginia|26003|East|OFF-PA-20001970|Office Supplies|Paper|Xerox 1908|447.84|8|0.0
1629|CA-2022-101049|22-06-2022|26-06-2022|Second Class|AS-10240|Alan Shonely|Consumer|United States|Cleveland|Ohio|44105|East|FUR-FU-10004415|Furniture|Furnishings|Stacking Tray, Side-Loading, Legal, Smoke|17.92|5|0.2
1630|CA-2022-101049|22-06-2022|26-06-2022|Second Class|AS-10240|Alan Shonely|Consumer|United States|Cleveland|Ohio|44105|East|OFF-BI-10001510|Office Supplies|Binders|Deluxe Heavy-Duty Vinyl Round Ring Binder|41.256|6|0.7
7895|CA-2022-124744|22-06-2022|26-06-2022|Standard Class|EH-14125|Eugene Hildebrand|Home Office|United States|Wheeling|West Virginia|26003|East|OFF-BI-10002852|Office Supplies|Binders|Ibico Standard Transparent Covers|82.4|5|0.0
2764|CA-2022-165757|23-06-2022|29-06-2022|Standard Class|PL-18925|Paul Lucas|Home Office|United States|Philadelphia|Pennsylvania|19140|East|OFF-BI-10003166|Office Supplies|Binders|GBC Plasticlear Binding Covers|10.332|3|0.7
2765|CA-2022-165757|23-06-2022|29-06-2022|Standard Class|PL-18925|Paul Lucas|Home Office|United States|Philadelphia|Pennsylvania|19140|East|OFF-BI-10003982|Office Supplies|Binders|Wilson Jones Century Plastic Molded Ring Binders|31.155|5|0.7
2766|CA-2022-165757|23-06-2022|29-06-2022|Standard Class|PL-18925|Paul Lucas|Home Office|United States|Philadelphia|Pennsylvania|19140|East|OFF-ST-10004835|Office Supplies|Storage|Plastic Stacking Crates & Casters|8.928|2|0.2
9033|CA-2022-105823|23-06-2022|27-06-2022|Standard Class|RB-19465|Rick Bensley|Home Office|United States|Detroit|Michigan|48227|Central|FUR-CH-10000454|Furniture|Chairs|Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back|487.96|2|0.0
2500|US-2022-133781|23-06-2022|24-06-2022|First Class|DC-12850|Dan Campbell|Consumer|United States|Miami|Florida|33178|South|OFF-EN-10004483|Office Supplies|Envelopes|#10 White Business Envelopes,4 1/8 x 9 1/2|37.608|3|0.2
7283|CA-2022-155936|23-06-2022|30-06-2022|Standard Class|JK-15730|Joe Kamberova|Consumer|United States|Chicago|Illinois|60653|Central|OFF-BI-10002432|Office Supplies|Binders|Wilson Jones Standard D-Ring Binders|3.036|3|0.8
4655|CA-2022-159107|25-06-2022|27-06-2022|Second Class|KT-16480|Kean Thornton|Consumer|United States|San Francisco|California|94110|West|OFF-FA-10001332|Office Supplies|Fasteners|"Acco Banker's Clasps, 5 3/4""-Long"|2.88|1|0.0
1512|CA-2022-100384|25-06-2022|02-07-2022|Standard Class|NH-18610|Nicole Hansen|Corporate|United States|Pomona|California|91767|West|OFF-AR-10003514|Office Supplies|Art|4009 Highlighters by Sanford|35.82|9|0.0
1511|CA-2022-100384|25-06-2022|02-07-2022|Standard Class|NH-18610|Nicole Hansen|Corporate|United States|Pomona|California|91767|West|OFF-AR-10002135|Office Supplies|Art|Boston Heavy-Duty Trimline Electric Pencil Sharpeners|385.6|8|0.0
9937|CA-2022-132955|25-06-2022|29-06-2022|Standard Class|SC-20575|Sonia Cooley|Consumer|United States|Cranston|Rhode Island|2920|East|OFF-BI-10002735|Office Supplies|Binders|GBC Prestige Therm-A-Bind Covers|102.93|3|0.0
4084|US-2022-151316|25-06-2022|01-07-2022|Standard Class|MC-17635|Matthew Clasen|Corporate|United States|Decatur|Illinois|62521|Central|OFF-PA-10000327|Office Supplies|Paper|Xerox 1971|10.272|3|0.2
201|CA-2022-105074|25-06-2022|30-06-2022|Standard Class|MB-17305|Maria Bertelson|Consumer|United States|Akron|Ohio|44312|East|OFF-PA-10002666|Office Supplies|Paper|Southworth 25% Cotton Linen-Finish Paper & Envelopes|21.744|3|0.2
4083|US-2022-151316|25-06-2022|01-07-2022|Standard Class|MC-17635|Matthew Clasen|Corporate|United States|Decatur|Illinois|62521|Central|OFF-BI-20004632|Office Supplies|Binders|Ibico Hi-Tech Manual Binding System|182.994|3|0.8
4051|CA-2022-136350|25-06-2022|27-06-2022|Second Class|GA-14515|George Ashbrook|Consumer|United States|New York City|New York|10011|East|FUR-CH-10001891|Furniture|Chairs|Global Deluxe Office Fabric Chairs|172.764|2|0.1
4050|CA-2022-136350|25-06-2022|27-06-2022|Second Class|GA-14515|George Ashbrook|Consumer|United States|New York City|New York|10011|East|FUR-FU-10003601|Furniture|Furnishings|Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting|276.69|3|0.0
417|CA-2022-122105|25-06-2022|29-06-2022|Standard Class|CJ-12010|Caroline Jumper|Consumer|United States|Huntington Beach|California|92646|West|OFF-AR-10004344|Office Supplies|Art|Bulldog Vacuum Base Pencil Sharpener|95.92|8|0.0
1994|CA-2022-133648|26-06-2022|03-07-2022|Standard Class|ML-17755|Max Ludwig|Home Office|United States|Springfield|Oregon|97477|West|OFF-AR-10002257|Office Supplies|Art|Eldon Spacemaker Box, Quick-Snap Lid, Clear|5.344|2|0.2
4270|US-2022-124821|26-06-2022|30-06-2022|Second Class|AM-10705|Anne McFarland|Consumer|United States|Seattle|Washington|98115|West|FUR-TA-10000688|Furniture|Tables|Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base|871.4|4|0.0
1995|CA-2022-133648|26-06-2022|03-07-2022|Standard Class|ML-17755|Max Ludwig|Home Office|United States|Springfield|Oregon|97477|West|OFF-FA-10004395|Office Supplies|Fasteners|Plymouth Boxed Rubber Bands by Plymouth|11.304|3|0.2
9584|CA-2022-116127|26-06-2022|28-06-2022|Second Class|SB-20185|Sarah Brown|Consumer|United States|New York City|New York|10024|East|FUR-BO-10002213|Furniture|Bookcases|DMI Eclipse Executive Suite Bookcases|400.784|1|0.2
7454|CA-2022-134796|26-06-2022|02-07-2022|Standard Class|FM-14380|Fred McMath|Consumer|United States|Bolingbrook|Illinois|60440|Central|TEC-PH-10003505|Technology|Phones|Geemarc AmpliPOWER60|148.48|2|0.2
1993|CA-2022-133648|26-06-2022|03-07-2022|Standard Class|ML-17755|Max Ludwig|Home Office|United States|Springfield|Oregon|97477|West|OFF-LA-10003923|Office Supplies|Labels|Alphabetical Labels for Top Tab Filing|71.04|6|0.2
4865|CA-2022-163531|27-06-2022|01-07-2022|Standard Class|SC-20725|Steven Cartwright|Consumer|United States|New York City|New York|10024|East|TEC-PH-10001425|Technology|Phones|Mophie Juice Pack Helium for iPhone|239.97|3|0.0
6943|CA-2022-107132|27-06-2022|01-07-2022|Standard Class|SC-20260|Scott Cohen|Corporate|United States|New York City|New York|10009|East|OFF-PA-10003790|Office Supplies|Paper|Xerox 1991|68.52|3|0.0
893|CA-2022-133256|27-06-2022|28-06-2022|First Class|TH-21550|Tracy Hopkins|Home Office|United States|Detroit|Michigan|48227|Central|OFF-AR-10003158|Office Supplies|Art|Fluorescent Highlighters by Dixon|15.92|4|0.0
2232|CA-2022-157091|27-06-2022|02-07-2022|Standard Class|DB-13405|Denny Blanton|Consumer|United States|La Porte|Indiana|46350|Central|FUR-FU-10000293|Furniture|Furnishings|Eldon Antistatic Chair Mats for Low to Medium Pile Carpets|526.45|5|0.0
892|CA-2022-133256|27-06-2022|28-06-2022|First Class|TH-21550|Tracy Hopkins|Home Office|United States|Detroit|Michigan|48227|Central|OFF-PA-10001622|Office Supplies|Paper|"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled"|4.54|1|0.0
894|CA-2022-133256|27-06-2022|28-06-2022|First Class|TH-21550|Tracy Hopkins|Home Office|United States|Detroit|Michigan|48227|Central|TEC-PH-10002660|Technology|Phones|Nortel Networks T7316 E Nt8 B27|543.92|8|0.0
6942|CA-2022-107132|27-06-2022|01-07-2022|Standard Class|SC-20260|Scott Cohen|Corporate|United States|New York City|New York|10009|East|OFF-ST-10001490|Office Supplies|Storage|Hot File 7-Pocket, Floor Stand|713.88|4|0.0
887|CA-2022-115364|27-06-2022|03-07-2022|Standard Class|OT-18730|Olvera Toch|Consumer|United States|San Diego|California|92105|West|OFF-ST-10002486|Office Supplies|Storage|Eldon Shelf Savers Cubes and Bins|83.76|12|0.0
3601|CA-2022-138310|27-06-2022|01-07-2022|Standard Class|NP-18700|Nora Preis|Consumer|United States|Denver|Colorado|80219|West|TEC-AC-10001990|Technology|Accessories|Kensington Orbit Wireless Mobile Trackball for PC and Mac|431.928|9|0.2
6761|CA-2022-100636|27-06-2022|01-07-2022|Standard Class|DO-13435|Denny Ordway|Consumer|United States|New York City|New York|10035|East|OFF-ST-10004123|Office Supplies|Storage|Safco Industrial Wire Shelving System|272.94|3|0.0
5386|CA-2022-161410|27-06-2022|04-07-2022|Standard Class|CC-12220|Chris Cortes|Consumer|United States|Philadelphia|Pennsylvania|19143|East|TEC-PH-10000673|Technology|Phones|Plantronics Voyager Pro HD - Bluetooth Headset|545.916|14|0.4
5385|CA-2022-161410|27-06-2022|04-07-2022|Standard Class|CC-12220|Chris Cortes|Consumer|United States|Philadelphia|Pennsylvania|19143|East|TEC-PH-10001760|Technology|Phones|Bose SoundLink Bluetooth Speaker|358.2|3|0.4
5629|CA-2022-148810|27-06-2022|02-07-2022|Standard Class|DR-12880|Dan Reichenbach|Corporate|United States|Miami|Florida|33180|South|FUR-CH-10001545|Furniture|Chairs|Hon Comfortask Task/Swivel Chairs|273.552|3|0.2
5628|CA-2022-148810|27-06-2022|02-07-2022|Standard Class|DR-12880|Dan Reichenbach|Corporate|United States|Miami|Florida|33180|South|OFF-LA-10004689|Office Supplies|Labels|Avery 512|13.872|6|0.2
6940|CA-2022-107132|27-06-2022|01-07-2022|Standard Class|SC-20260|Scott Cohen|Corporate|United States|New York City|New York|10009|East|OFF-BI-10001071|Office Supplies|Binders|GBC ProClick Punch Binding System|102.368|2|0.2
6941|CA-2022-107132|27-06-2022|01-07-2022|Standard Class|SC-20260|Scott Cohen|Corporate|United States|New York City|New York|10009|East|OFF-SU-10002503|Office Supplies|Supplies|Acme Preferred Stainless Steel Scissors|28.4|5|0.0
2957|CA-2022-123638|28-06-2022|05-07-2022|Standard Class|MA-17995|Michelle Arnett|Home Office|United States|Watertown|New York|13601|East|FUR-CH-10002647|Furniture|Chairs|Situations Contoured Folding Chairs, 4/Set|191.646|3|0.1
8734|CA-2022-116988|28-06-2022|30-06-2022|Second Class|PW-19030|Pauline Webber|Corporate|United States|Seattle|Washington|98105|West|FUR-FU-10001290|Furniture|Furnishings|Executive Impressions Supervisor Wall Clock|126.3|3|0.0
8733|CA-2022-116988|28-06-2022|30-06-2022|Second Class|PW-19030|Pauline Webber|Corporate|United States|Seattle|Washington|98105|West|OFF-PA-10003848|Office Supplies|Paper|Xerox 1997|19.44|3|0.0
8735|CA-2022-116988|28-06-2022|30-06-2022|Second Class|PW-19030|Pauline Webber|Corporate|United States|Seattle|Washington|98105|West|TEC-AC-10003832|Technology|Accessories|Logitech P710e Mobile Speakerphone|1287.45|5|0.0
6145|CA-2022-151190|28-06-2022|02-07-2022|Standard Class|GT-14710|Greg Tran|Consumer|United States|Omaha|Nebraska|68104|Central|OFF-PA-10000575|Office Supplies|Paper|Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page|20.07|3|0.0
4711|CA-2022-138149|30-06-2022|01-07-2022|First Class|WB-21850|William Brown|Consumer|United States|Los Angeles|California|90049|West|TEC-AC-10001284|Technology|Accessories|Enermax Briskie RF Wireless Keyboard and Mouse Combo|62.31|3|0.0
4708|CA-2022-138149|30-06-2022|01-07-2022|First Class|WB-21850|William Brown|Consumer|United States|Los Angeles|California|90049|West|OFF-BI-10003091|Office Supplies|Binders|GBC DocuBind TL200 Manual Binding Machine|895.92|5|0.2
2685|CA-2022-137085|30-06-2022|07-07-2022|Standard Class|CT-11995|Carol Triggs|Consumer|United States|Los Angeles|California|90004|West|OFF-BI-10000632|Office Supplies|Binders|Satellite Sectional Post Binders|312.552|9|0.2
9626|CA-2022-137449|30-06-2022|01-07-2022|First Class|ME-17725|Max Engle|Consumer|United States|Dallas|Texas|75220|Central|FUR-BO-10000780|Furniture|Bookcases|O'Sullivan Plantations 2-Door Library in Landvery Oak|409.9992|3|0.32
9625|CA-2022-137449|30-06-2022|01-07-2022|First Class|ME-17725|Max Engle|Consumer|United States|Dallas|Texas|75220|Central|FUR-TA-10002855|Furniture|Tables|Bevis Round Conference Table Top & Single Column Base|307.314|3|0.3
9624|CA-2022-137449|30-06-2022|01-07-2022|First Class|ME-17725|Max Engle|Consumer|United States|Dallas|Texas|75220|Central|OFF-AP-10000240|Office Supplies|Appliances|Belkin F9G930V10-GRY 9 Outlet Surge|21.392|2|0.8
3573|US-2022-126081|30-06-2022|05-07-2022|Standard Class|FC-14335|Fred Chung|Corporate|United States|Mesquite|Texas|75150|Central|OFF-PA-10003953|Office Supplies|Paper|Xerox 218|5.184|1|0.2
1160|CA-2022-147039|30-06-2022|05-07-2022|Standard Class|AA-10315|Alex Avila|Consumer|United States|Minneapolis|Minnesota|55407|Central|OFF-AP-20000576|Office Supplies|Appliances|Belkin 325VA UPS Surge Protector, 6'|362.94|3|0.0
5735|CA-2022-143574|30-06-2022|03-07-2022|First Class|DR-12880|Dan Reichenbach|Corporate|United States|Milford|Connecticut|6460|East|FUR-FU-10003976|Furniture|Furnishings|DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7|25.16|2|0.0
